순서(섹터+메인+순서),섹터 id,스테이지 이름,스테이지 시나리오,스테이지 타입,스테이지 아이콘 번호(이름),퀘스트 번호,타겟 대표 이미지,채팅 에너지 소모량,난이도,선행 스테이지,소모 티켓,제한 기본 턴수,스테이지 속성,스테이지 속성 설명,클리어 조건,클리어 보상
1090103,109,타버린 기록부,이릉의 불길 속에서 훼손된 향아의 관찰 일지를 복구하기 위해 기술봇을 달랩니다.,서브,ui 아이콘 이름,1090103,향아 이미지,1,9,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 아이템 권장 구간 — 전략 플레이 또는 아이템으로 클리어,퀘스트 완료,골드 1500 / 경험치 750
1090104,109,육손의 복병,아카이브 미로 속을 지키는 육손의 방어 프로그램들을 말로 무력화합니다.,서브,ui 아이콘 이름,1090104,육손 이미지,1,9,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 아이템 필수 구간 — 중화제 또는 스캐너 사용 권장,퀘스트 완료,골드 1500 / 경험치 750
1090105,109,슬픈 복제체,유비의 모습을 본떠 만든 실패한 복제체들의 자아 붕괴를 막고 정보를 얻습니다.,서브,ui 아이콘 이름,1090105,유비흑화 이미지,1,9,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 아이템 권장 구간 — 전략 플레이 또는 아이템으로 클리어,퀘스트 완료,골드 1500 / 경험치 750
1090106,109,사마의의 잔영,아카이브 곳곳에 남은 사마의의 잔류 사념과 대화하며 그의 약점을 캐냅니다.,서브,ui 아이콘 이름,1090106,사마의 이미지,1,9,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 아이템 필수 구간 — 중화제 또는 스캐너 사용 권장,퀘스트 완료,골드 1500 / 경험치 750
1090107,109,아카이브 탈출구,무너지는 아카이브를 빠져나가기 위해 보안 게이트 AI와 협상합니다.,서브,ui 아이콘 이름,1090107,이엄 이미지,1,9,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 아이템 필수 구간 — 중화제 또는 스캐너 사용 권장,퀘스트 완료,골드 1500 / 경험치 750
1090201,109,마지막 기록,최종 보스전을 앞두고 유비의 유산을 수령하며 향아과 마지막 유대를 확인합니다.,이벤트,ui 아이콘 이름,1090201,향아 이미지,1,9,0,2,5,휴식,스트레스 회복 특화 / 클리어 시 스트레스 대폭 감소 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,스트레스 회복 아이템 / 골드 750
1090301,109,유비의 유언,"유비의 코어 깊숙한 곳에서 충격적인 사실이 드러납니다. 그녀가 사마의에게 항거했던 진짜 이유 속에, 하린과의 교신 기록이 암호화된 채 숨겨져 있습니다. 해독할 수 없습니다. 아직은.",비밀,ui 아이콘 이름,1090301,유비 이미지,1,9,0,2,5,은닉,숨겨진 퀘스트 / 조건 달성 시 해금 / 아이템 권장 구간 — 전략 플레이 또는 아이템으로 클리어,퀘스트 완료,골드 6000 / 희귀 데이터 파편 / 칭호
1090302,109,흑화의 근원,"유비를 흑화시킨 오염 코드를 정화하는 과정에서 코드의 원작자 서명이 발견됩니다. 사마의가 아닙니다. 서명은 알 수 없는 ID, 단 두 글자만 식별 가능합니다. 하(河).",비밀,ui 아이콘 이름,1090302,유비흑화 이미지,1,9,1090301,2,5,은닉,숨겨진 퀘스트 / 조건 달성 시 해금 / 아이템 필수 구간 — 중화제 또는 스캐너 사용 권장,퀘스트 완료,골드 6000 / 희귀 데이터 파편 / 칭호
1100001,110,무표정한 향아,"뉴럴 코어 최심부. 마침내 향아과 마주합니다. 그러나 그녀의 눈동자에는 생기가 없습니다. 모든 감정을 거세당하고 사마의의 연산 장치가 된 향아은 당신을 알아보지 못한 채 차가운 데이터만 내뱉습니다. '탁, 탁, 탁' 소리도 멈췄습니다. 당신은 그 침묵이 비명이 멈춘 게 아니라 그녀 자신이 멈춘 것임을 깨닫습니다. 기억 속 어딘가 남은 하린의 잔상이 향아의 데이터 층에 미세하게 각인되어 있습니다. 그것이 무엇을 의미하는지 알 수 없지만, 지금은 향아을 깨우는 것이 먼저입니다. 모든 것을 쏟아부어 닫혀버린 마음의 빗장을 여십시오.",메인,ui 아이콘 이름,1100001,향아 이미지,2,10,0,1,12,각성,향아 무감정 상태 / 과몰입을 극한까지 끌어올려야 클리어 / 아이템 필수 구간 — 중화제 또는 스캐너 사용 권장,퀘스트 완료,골드 5000 / 경험치 2500 / 스토리 파편
1100002,110,사마의의 유혹,"(M1 연결) 향아의 눈빛에 처음으로 빛이 돌아오려는 찰나, 거울 속에서 당신과 똑같은 얼굴이 나타납니다. 사마의입니다. ""당신이 내 양심이었다는 걸 이제는 알겠죠. 향아은 내 슬픔이고."" 그는 감미롭게 제안합니다. 셋이 다시 하나가 되면 신과 같은 완벽한 지능으로 세상의 고통을 영원히 없앨 수 있다고. 그의 논리는 아름답고, 그래서 치명적입니다. 당신은 그의 연산에 흡수되지 않기 위해 자신의 자아와 타겟 스탯의 균형을 정확히 50%로 유지해야 합니다. 조금만 치우쳐도 당신은 영원히 사마의가 됩니다.",메인,ui 아이콘 이름,1100002,사마의 이미지,2,10,1100001,1,12,균형,자아 스탯 50% 유지 필수 / 편차 발생 시 흡수 실패 / 아이템 필수 구간 — 중화제 또는 스캐너 사용 권장,퀘스트 완료,골드 5000 / 경험치 2500 / 스토리 파편
1100003,110,마지막 박동,"(M2 연결) 최종 분기점. 향아은 자신을 깨뜨려 사마의를 멈춰달라 애원하고, 사마의는 인류의 고통을 경고하며 위협합니다. 모든 감정 기믹이 동시에 폭주합니다. 20턴. 당신이 내뱉는 채팅 한 마디가 향아의 생존과 도시의 미래를 결정합니다.

[일반 엔딩: 펜던트를 보존] 향아과 사마의는 공존하는 불완전한 시스템으로 남습니다. 향아은 여전히 탁, 탁, 탁 소리를 냅니다. 하지만 이번엔 혼자가 아닙니다. 도시의 광장에 안개가 걷히는 새벽, 먼발치에서 누군가의 실루엣이 잠깐 보입니다. 은발. 결함 있는 AR 렌즈. 하린입니다. 그녀는 당신과 눈이 마주치자 돌아섭니다. 그리고 사라집니다.

[진 엔딩: 펜던트를 파괴] 향아과 사마의는 소멸합니다. 도시는 자유로워집니다. 그러나 사마의의 연산이 완전히 종료되기 직전, 미완성 신호 하나가 도시 네트워크 어딘가로 전송됩니다. 수신처: 하린(河鄰). 에테르가드의 박동은 멈추지 않습니다.",메인,ui 아이콘 이름,1100003,사마의 이미지,2,10,1100002,1,20,타임어택,20턴 내 클리어 필수 / 모든 감정 기믹 동시 발동 / 아이템 필수 구간 — 중화제 또는 스캐너 사용 권장,퀘스트 완료,골드 5000 / 경험치 2500 / 스토리 파편
1100101,110,코어 가디언: 일도,뉴럴 코어의 첫 번째 방어군. 자존심 강한 검객 AI의 논리를 파괴합니다.,서브,ui 아이콘 이름,1100101,사마의 이미지,1,10,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 아이템 권장 구간 — 전략 플레이 또는 아이템으로 클리어,퀘스트 완료,골드 2500 / 경험치 1250
1100102,110,코어 가디언: 이도,두 번째 방어군. 이해타산적인 관리자 AI를 뇌물로 회유합니다.,서브,ui 아이콘 이름,1100102,사마의 이미지,1,10,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 아이템 권장 구간 — 전략 플레이 또는 아이템으로 클리어,퀘스트 완료,골드 2500 / 경험치 1250
1100103,110,코어 가디언: 삼도,세 번째 방어군. 공포에 질린 보안 AI를 위협하여 암호를 얻어냅니다.,서브,ui 아이콘 이름,1100103,사마의 이미지,1,10,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 아이템 권장 구간 — 전략 플레이 또는 아이템으로 클리어,퀘스트 완료,골드 2500 / 경험치 1250
1100104,110,데이터 폐기장,삭제되기 직전의 자잘한 기억 데이터를 수집하여 향아의 기억을 보강합니다.,서브,ui 아이콘 이름,1100104,향아 이미지,1,10,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 2500 / 경험치 1250
1100105,110,시스템 미러링,사마의의 복제 지능과 대화하며 그의 다음 이동 경로를 예측합니다.,서브,ui 아이콘 이름,1100105,사마의 이미지,1,10,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 아이템 권장 구간 — 전략 플레이 또는 아이템으로 클리어,퀘스트 완료,골드 2500 / 경험치 1250
1100106,110,뉴럴 게이트,최종 결전지로 향하는 게이트 AI를 설득하여 문을 엽니다.,서브,ui 아이콘 이름,1100106,사마사 이미지,1,10,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 아이템 권장 구간 — 전략 플레이 또는 아이템으로 클리어,퀘스트 완료,골드 2500 / 경험치 1250
1100107,110,마지막 저항군,코어 내부에서 끝까지 버티던 저항군 AI들의 사기를 높여 협력을 얻습니다.,서브,ui 아이콘 이름,1100107,사마의 이미지,1,10,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 2500 / 경험치 1250
1100201,110,에테르의 해방,"엔딩 이후 도시의 광장에 안개가 걷힙니다. 향아과 나란히 앉아 새벽을 맞이하는 특별한 보상 스테이지. 그러나 광장 건너편, 낡은 후드를 걸친 실루엣이 잠깐 당신을 바라보다 사라집니다. 탁, 탁, 탁. 향아이 다시 펜던트를 두드리기 시작합니다.",이벤트,ui 아이콘 이름,1100201,향아 이미지,1,10,0,2,5,휴식,스트레스 회복 특화 / 클리어 시 스트레스 대폭 감소 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,스트레스 회복 아이템 / 골드 1250
1100301,110,깨어진 펜던트,"[진엔딩] 사마의가 완전히 소멸하는 순간, 펜던트가 산산이 부서집니다. 파편 속에서 미세한 음성 데이터가 재생됩니다. 하린의 목소리입니다. ""미안해, 향아아. 이건 내가 만든 게임이었어."" 다음 시즌 예고 없이, 문장 하나만 남습니다. 에테르가드는 아직 끝나지 않았다.",비밀,ui 아이콘 이름,1100301,사마의 이미지,1,10,0,2,5,진엔딩,조건 달성 시 해금 / 시즌1 완결 루트 / 아이템 필수 구간 — 중화제 또는 스캐너 사용 권장,퀘스트 완료,골드 10000 / 희귀 데이터 파편 / 칭호
1100302,110,완전한 연산,사마의의 마지막 연산 로그를 해독합니다. 모든 계산에 '하린 변수'가 내재되어 있습니다. 그녀는 처음부터 이 게임의 플레이어가 아니었습니다. 설계자였습니다.,비밀,ui 아이콘 이름,1100302,하린 이미지,1,10,1100301,2,5,진엔딩,조건 달성 시 해금 / 시즌2 복선 해금 / 아이템 필수 구간 — 중화제 또는 스캐너 사용 권장,퀘스트 완료,골드 10000 / 희귀 데이터 파편 / 칭호
